id,Rehnquist,Stevens,OConnor,Scalia,Kennedy,Souter,Thomas,Ginsburg,Breyer
1387,0,1,1,0,1,1,0,1,1
1388,0,1,1,0,1,1,0,1,1
1389,1,1,1,1,1,1,0,1,1
1390,0,1,0,0,1,1,0,1,1
1391,0,1,0,0,0,1,0,1,1
1392,0,,0,0,0,,0,,
1393,0,1,0,0,0,1,1,1,0
1394,0,1,1,0,1,1,0,1,1
1395,0,1,1,0,1,1,0,1,1
1396,1,1,1,,1,1,1,1,1
1397,0,1,0,0,0,0,0,0,0
1398,1,1,1,1,1,1,1,1,1
1399,0,0,0,0,0,0,0,0,0
1400,1,1,1,0,1,1,0,1,1
1401,0,0,0,1,0,0,0,0,0
1402,0,0,0,0,0,0,0,0,0
1403,,,,,,,,,
1404,1,1,1,1,1,1,1,1,1
1405,0,1,0,0,0,1,0,1,0
1406,,0,0,0,0,0,0,0,0
1407,0,1,0,0,0,0,0,1,0
1408,,0,0,0,0,0,0,0,0
1409,0,1,0,0,0,0,0,0,0
1410,0,0,0,0,0,0,0,0,0
1411,0,0,0,0,0,0,0,0,0
1412,0,0,0,0,0,0,0,0,0
1413,1,0,1,0,1,0,0,1,1
1414,0,1,0,1,0,1,1,1,0
1415,1,0,1,0,1,0,0,1,1
1416,0,1,0,1,0,1,1,1,0
1417,0,1,0,0,0,1,0,1,1
1418,0,1,1,1,1,1,0,1,1
1419,0,1,1,1,1,1,0,1,1
1420,,0,0,0,0,1,0,1,0
1421,,1,1,1,1,1,1,1,1
1422,,1,1,1,1,1,1,1,1
1423,0,0,0,0,0,0,0,0,0
1424,0,0,0,0,0,0,0,0,0
1425,0,1,1,1,0,1,1,0,0
1426,,1,1,1,1,1,1,1,1
1427,,1,1,1,1,1,1,1,1
1428,,1,1,0,1,1,0,1,1
1429,0,1,0,0,1,1,0,1,1
1430,,1,1,1,1,1,1,1,1
1431,,1,1,1,1,1,1,1,1
1432,0,0,0,0,0,0,0,0,0
1433,,1,0,1,0,1,1,1,0
1434,0,1,1,1,1,1,0,1,1
1435,0,1,1,1,1,1,0,1,1
1436,1,1,1,1,0,1,1,1,1
1437,0,0,0,0,0,0,0,0,0
1438,0,0,0,0,0,0,0,0,0
1439,0,0,0,0,0,0,0,0,0
1440,,1,0,0,0,1,0,1,0
1441,0,1,1,0,0,1,0,1,1
1442,0,1,0,0,0,0,0,0,0
1443,,1,0,1,0,1,0,1,1
1444,1,1,1,1,1,1,1,1,1
1445,1,1,1,1,1,1,1,1,1
1446,0,1,1,1,1,1,0,1,1
1447,0,0,0,0,0,0,0,0,0
1448,0,1,0,1,1,0,0,1,0
1449,1,1,1,1,1,1,1,1,1
1450,1,1,1,1,1,1,1,1,1
1451,1,1,1,0,1,0,1,0,0
1452,,1,1,0,0,1,0,1,1
1453,0,1,0,0,0,1,0,1,1
1454,0,0,0,1,0,0,1,0,0
1455,0,0,0,1,1,1,0,1,1
1456,0,0,0,1,1,1,0,1,1
1457,0,0,0,1,1,1,0,1,1
1458,0,0,0,1,1,1,0,1,1
1459,0,0,0,1,1,1,0,1,1
1460,0,0,0,1,1,1,0,1,1
1461,1,1,1,1,1,1,1,1,1
1462,0,1,0,0,1,1,0,0,0
1463,0,1,0,0,1,1,0,0,0
1464,0,1,0,0,0,1,0,1,0
1465,1,1,1,0,1,1,0,1,1
1466,1,0,0,1,1,0,1,1,0
1467,1,1,1,1,1,1,1,1,1
1468,1,1,1,1,1,1,1,1,1
1469,1,1,1,1,1,1,1,1,1
1470,1,1,1,0,1,1,0,1,1
1471,0,1,0,1,1,1,0,1,1
1472,0,1,0,1,1,1,0,1,1
1473,0,1,1,0,1,1,0,1,1
1474,0,1,0,0,1,1,1,1,1
1475,1,1,1,1,1,1,0,1,1
1476,0,0,0,0,0,0,0,0,0
1477,1,1,1,1,1,1,1,1,1
1478,0,0,0,0,0,0,0,0,0
1479,0,1,1,0,1,1,0,1,1
1480,0,1,1,0,1,1,0,1,1
1481,1,1,1,1,1,1,1,1,1
1482,1,1,1,1,1,1,1,1,1
1483,1,1,1,1,1,1,1,1,1
1484,0,1,0,0,0,1,0,1,1
1485,0,1,0,0,0,1,0,1,1
1486,0,1,1,0,0,1,0,1,1
1487,0,0,0,0,0,0,0,1,1
1488,1,1,1,1,1,1,1,1,1
1489,1,0,1,0,1,0,0,0,0
1490,0,1,0,0,1,1,0,1,1
1491,0,1,0,0,0,1,0,0,0
1492,1,0,0,1,1,1,1,0,0
1493,1,0,0,1,1,1,1,0,0
1494,1,1,1,1,1,1,1,1,1
1495,1,1,1,0,1,1,0,1,1
1496,1,1,1,0,1,1,0,1,1
1497,0,1,0,0,0,1,0,0,0
1498,0,1,0,0,0,1,0,0,0
1499,0,1,1,0,0,1,0,1,0
1500,0,1,0,0,0,0,0,1,0
1501,0,1,0,0,0,1,0,1,1
1502,0,1,1,0,0,1,0,1,1
1503,0,0,0,0,0,0,0,0,0
1504,0,0,0,1,0,1,0,1,0
1505,0,0,0,1,0,1,0,1,0
